"","From","To","value","from_lat","from_lon","to_lat","to_lon"
"560","KSBA","KSMO",1,34.426211,-119.840372,34.0158333,-118.4513056
"561","KSBN","KORD",1,41.708661,-86.31725,41.978603,-87.904842
"562","KSDF","KCLE",2,38.1740858,-85.7364989,41.411689,-81.849794
"563","KSDF","KDEN",1,38.1740858,-85.7364989,39.861656,-104.673178
"564","KSDF","KEWR",5,38.1740858,-85.7364989,40.6925,-74.168667
"565","KSDF","KIAD",1,38.1740858,-85.7364989,38.944533,-77.455811
"566","KSDF","KIAH",5,38.1740858,-85.7364989,29.984433,-95.341442
"567","KSDF","KORD",2,38.1740858,-85.7364989,41.978603,-87.904842
"568","KSFO","KLAX",2,37.618972,-122.374889,33.942536,-118.408075
"569","KSGF","KDEN",1,37.245667,-93.388639,39.861656,-104.673178
"570","KSHV","KEWR",1,32.446629,-93.8256,40.6925,-74.168667
"571","KSHV","KGTR",1,32.446629,-93.8256,33.450333,-88.591361
"572","KSHV","KIAH",4,32.446629,-93.8256,29.984433,-95.341442
"573","KSHV","KOKC",1,32.446629,-93.8256,35.393089,-97.600733
"574","KSLC","KDEN",1,40.788389,-111.977772,39.861656,-104.673178
"575","KSLC","KIAH",3,40.788389,-111.977772,29.984433,-95.341442
"576","KSLC","KMEM",1,40.788389,-111.977772,35.042417,-89.976667
"577","KSMF","KLAX",1,38.695417,-121.590778,33.942536,-118.408075
"578","KSNA","KSBA",1,33.675667,-117.868222,34.426211,-119.840372
"579","KSPI","KBHM",1,39.8441,-89.677889,33.562942,-86.75355
"580","KSPI","KFLD",2,39.8441,-89.677889,43.7711667,-88.4884167
"581","KSTL","KCLE",1,38.748697,-90.370028,41.411689,-81.849794
"582","KSTL","KEWR",7,38.748697,-90.370028,40.6925,-74.168667
"583","KSTL","KIAH",1,38.748697,-90.370028,29.984433,-95.341442
"584","KSYR","KCLE",1,43.111187,-76.106311,41.411689,-81.849794
"585","KSYR","KEWR",1,43.111187,-76.106311,40.6925,-74.168667
"586","KTLH","KIAH",1,30.396528,-84.350333,29.984433,-95.341442
"587","KTOC","KBHM",1,34.5928117,-83.2963717,33.562942,-86.75355
"588","KTUL","KEWR",3,36.198389,-95.888111,40.6925,-74.168667
"589","KTUL","KIAH",14,36.198389,-95.888111,29.984433,-95.341442
"590","KTUL","KORD",1,36.198389,-95.888111,41.978603,-87.904842
"591","KTUP","KDTS",1,34.2681,-88.7699,30.4000611,-86.4714772
"592","KTUS","KDEN",1,32.116083,-110.941028,39.861656,-104.673178
"593","KTUS","KIAH",7,32.116083,-110.941028,29.984433,-95.341442
"594","KTVC","KORD",1,44.741445,-85.582235,41.978603,-87.904842
"595","KTYR","KIAH",2,32.354139,-95.402386,29.984433,-95.341442
"596","KTYS","KCLE",1,35.810972,-83.994028,41.411689,-81.849794
"597","KTYS","KEWR",2,35.810972,-83.994028,40.6925,-74.168667
"598","KTYS","KIAH",10,35.810972,-83.994028,29.984433,-95.341442
"599","KTYS","KORD",2,35.810972,-83.994028,41.978603,-87.904842
"600","KTYS","KTYS",1,35.810972,-83.994028,35.810972,-83.994028
"601","KVPS","KIAH",2,30.48325,-86.5254,29.984433,-95.341442
"602","KXNA","KEWR",1,36.2818694,-94.3068111,40.6925,-74.168667
"603","KXNA","KIAH",5,36.2818694,-94.3068111,29.984433,-95.341442
"604","LFPG","EDDK",10,49.012779,2.55,50.865917,7.142744
"605","LFPG","EFHK",5,49.012779,2.55,60.317222,24.963333
"606","LFPG","EGBB",6,49.012779,2.55,52.453856,-1.748028
"607","LFPG","EKCH",8,49.012779,2.55,55.617917,12.655972
"608","LFPG","ESSA",4,49.012779,2.55,59.651944,17.918611
"609","LFPG","LFSB",16,49.012779,2.55,47.589583,7.529914
"610","LFPG","LLBG",2,49.012779,2.55,32.011389,34.886667
"611","LFPG","LOWW",6,49.012779,2.55,48.110278,16.569722
"612","LFSB","EBLG",3,47.589583,7.529914,50.637417,5.443222
"613","LFSB","LFPG",15,47.589583,7.529914,49.012779,2.55
"614","LFSB","LSGG",2,47.589583,7.529914,46.238064,6.10895
"615","LGAV","LLBG",5,37.936358,23.944467,32.011389,34.886667
"616","LHBP","LFPG",1,47.436933,19.255592,49.012779,2.55
"617","LHBP","LOWW",6,47.436933,19.255592,48.110278,16.569722
"618","LLBG","EDDK",3,32.011389,34.886667,50.865917,7.142744
"619","LLBG","LFPG",1,32.011389,34.886667,49.012779,2.55
"620","LLBG","LOWW",6,32.011389,34.886667,48.110278,16.569722
"621","LOWW","EBLG",7,48.110278,16.569722,50.637417,5.443222
"622","LOWW","LFPG",6,48.110278,16.569722,49.012779,2.55
"623","LOWW","LHBP",6,48.110278,16.569722,47.436933,19.255592
"624","LOWW","LLBG",5,48.110278,16.569722,32.011389,34.886667
"625","LSGG","LFSB",2,46.238064,6.10895,47.589583,7.529914
"626","MMAA","KIAH",4,16.757061,-99.753953,29.984433,-95.341442
"627","MMBT","KIAH",4,15.775317,-96.262572,29.984433,-95.341442
"628","MMCE","KIAH",3,18.653739,-91.799017,29.984433,-95.341442
"629","MMCU","KIAH",3,28.702875,-105.964567,29.984433,-95.341442
"630","MMGL","KIAH",7,20.5218,-103.311167,29.984433,-95.341442
"631","MMIO","KIAH",1,25.549497,-100.928669,29.984433,-95.341442
"632","MMLO","KIAH",14,20.993464,-101.480847,29.984433,-95.341442
"633","MMMM","KIAH",5,19.849944,-101.0255,29.984433,-95.341442
"634","MMMX","KIAH",5,19.436303,-99.072097,29.984433,-95.341442
"635","MMMX","KMFE",1,19.436303,-99.072097,26.175833,-98.238611
"636","MMMY","KIAH",10,25.778489,-100.106878,29.984433,-95.341442
"637","MMMZ","KIAH",2,23.161356,-106.266072,29.984433,-95.341442
"638","MMOX","KIAH",3,16.999906,-96.726639,29.984433,-95.341442
"639","MMPR","KIAH",1,20.680083,-105.254167,29.984433,-95.341442
"640","MMQT","KIAH",1,20.617289,-100.185658,29.984433,-95.341442
"641","MMSD","KIAH",3,23.15185,-109.721044,29.984433,-95.341442
"642","MMTC","KIAH",1,25.568278,-103.410583,29.984433,-95.341442
"643","MMTO","KIAH",4,19.337072,-99.566008,29.984433,-95.341442
"644","MMVA","KIAH",1,17.997,-92.817361,29.984433,-95.341442
"645","MMVR","KIAH",3,19.145931,-96.187267,29.984433,-95.341442
"646","MMZO","KIAH",1,19.144778,-104.558631,29.984433,-95.341442
